model,n,positive_rate,threshold,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,average_precision,log_loss,brier_score,tn,fp,fn,tp
xgboost,1500,0.15,0.19,0.7973333333333333,0.8258823529411765,0.4157782515991471,0.8666666666666667,0.5619596541786743,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1001,274,30,195
xgboost,1500,0.15,0.2,0.8046666666666666,0.8301960784313726,0.425764192139738,0.8666666666666667,0.5710102489019033,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1012,263,30,195
xgboost,1500,0.15,0.21000000000000002,0.8093333333333333,0.8329411764705883,0.43237250554323725,0.8666666666666667,0.5769230769230769,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1019,256,30,195
xgboost,1500,0.15,0.22,0.8126666666666666,0.8330718954248366,0.4369369369369369,0.8622222222222222,0.5799701046337817,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1025,250,31,194
xgboost,1500,0.15,0.23,0.818,0.8362091503267974,0.44495412844036697,0.8622222222222222,0.5869894099848714,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1033,242,31,194
xgboost,1500,0.15,0.24000000000000002,0.8193333333333334,0.8351633986928104,0.44675925925925924,0.8577777777777778,0.5875190258751902,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1036,239,32,193
xgboost,1500,0.15,0.25,0.8213333333333334,0.8326797385620915,0.44941176470588234,0.8488888888888889,0.5876923076923077,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1041,234,34,191
xgboost,1500,0.15,0.26,0.8246666666666667,0.8328104575163399,0.45454545454545453,0.8444444444444444,0.5909797822706065,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1047,228,35,190
xgboost,1500,0.15,0.27,0.828,0.8329411764705883,0.45985401459854014,0.84,0.5943396226415094,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1053,222,36,189
xgboost,1500,0.15,0.28,0.832,0.8334640522875818,0.4665012406947891,0.8355555555555556,0.5987261146496815,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1060,215,37,188
xgboost,1500,0.15,0.29000000000000004,0.8346666666666667,0.8313725490196078,0.4708860759493671,0.8266666666666667,0.6,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1066,209,39,186
xgboost,1500,0.15,0.30000000000000004,0.8373333333333334,0.829281045751634,0.4754521963824289,0.8177777777777778,0.6013071895424836,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1072,203,41,184
xgboost,1500,0.15,0.31,0.8393333333333334,0.8286274509803921,0.4790575916230366,0.8133333333333334,0.6029654036243822,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1076,199,42,183
xgboost,1500,0.15,0.32,0.8413333333333334,0.8261437908496732,0.4826666666666667,0.8044444444444444,0.6033333333333334,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1081,194,44,181
xgboost,1500,0.15,0.33,0.8433333333333334,0.8236601307189543,0.48641304347826086,0.7955555555555556,0.6037099494097807,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1086,189,46,179
xgboost,1500,0.15,0.33999999999999997,0.8453333333333334,0.8211764705882353,0.4903047091412742,0.7866666666666666,0.6040955631399317,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1091,184,48,177
xgboost,1500,0.15,0.35,0.8466666666666667,0.8219607843137255,0.49303621169916434,0.7866666666666666,0.6061643835616438,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1093,182,48,177
xgboost,1500,0.15,0.36,0.8506666666666667,0.824313725490196,0.5014164305949008,0.7866666666666666,0.6124567474048442,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1099,176,48,177
xgboost,1500,0.15,0.37,0.8506666666666667,0.822483660130719,0.5014245014245015,0.7822222222222223,0.6111111111111112,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1100,175,49,176
xgboost,1500,0.15,0.38,0.852,0.821437908496732,0.5043227665706052,0.7777777777777778,0.6118881118881119,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1103,172,50,175
xgboost,1500,0.15,0.39,0.854,0.818954248366013,0.5088235294117647,0.7688888888888888,0.6123893805309735,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1108,167,52,173
xgboost,1500,0.15,0.4,0.8533333333333334,0.8149019607843138,0.5074183976261127,0.76,0.608540925266904,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1109,166,54,171
xgboost,1500,0.15,0.41000000000000003,0.8533333333333334,0.8112418300653594,0.5075075075075075,0.7511111111111111,0.6057347670250897,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1111,164,56,169
xgboost,1500,0.15,0.42000000000000004,0.8566666666666667,0.8113725490196079,0.5153374233128835,0.7466666666666667,0.6098003629764065,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1117,158,57,168
xgboost,1500,0.15,0.43000000000000005,0.8593333333333333,0.8111111111111111,0.521875,0.7422222222222222,0.6128440366972477,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1122,153,58,167
xgboost,1500,0.15,0.44000000000000006,0.8573333333333333,0.8007843137254902,0.5175718849840255,0.72,0.6022304832713755,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1124,151,63,162
xgboost,1500,0.15,0.45000000000000007,0.8606666666666667,0.8027450980392157,0.525974025974026,0.72,0.6078799249530957,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1129,146,63,162
xgboost,1500,0.15,0.45999999999999996,0.864,0.8047058823529412,0.5346534653465347,0.72,0.6136363636363636,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1134,141,63,162
xgboost,1500,0.15,0.47,0.8653333333333333,0.8036601307189541,0.5384615384615384,0.7155555555555555,0.6145038167938931,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1137,138,64,161
xgboost,1500,0.15,0.48,0.8673333333333333,0.8030065359477124,0.54421768707483,0.7111111111111111,0.6165703275529865,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1141,134,65,160
xgboost,1500,0.15,0.49,0.8686666666666667,0.8019607843137255,0.5482758620689655,0.7066666666666667,0.6174757281553398,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1144,131,66,159
xgboost,1500,0.15,0.5,0.8706666666666667,0.8031372549019609,0.554006968641115,0.7066666666666667,0.62109375,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1147,128,66,159
xgboost,1500,0.15,0.51,0.874,0.8050980392156863,0.5638297872340425,0.7066666666666667,0.6272189349112426,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1152,123,66,159
xgboost,1500,0.15,0.52,0.8766666666666667,0.8048366013071895,0.572463768115942,0.7022222222222222,0.6307385229540918,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1157,118,67,158
xgboost,1500,0.15,0.53,0.8786666666666667,0.8023529411764706,0.5799256505576208,0.6933333333333334,0.631578947368421,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1162,113,69,156
xgboost,1500,0.15,0.54,0.88,0.8013071895424837,0.5849056603773585,0.6888888888888889,0.6326530612244898,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1165,110,70,155
xgboost,1500,0.15,0.55,0.8813333333333333,0.8002614379084967,0.5900383141762452,0.6844444444444444,0.6337448559670782,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1168,107,71,154
xgboost,1500,0.15,0.56,0.8813333333333333,0.7966013071895425,0.5914396887159533,0.6755555555555556,0.6307053941908713,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1170,105,73,152
xgboost,1500,0.15,0.5700000000000001,0.8813333333333333,0.7947712418300654,0.592156862745098,0.6711111111111111,0.6291666666666667,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1171,104,74,151
xgboost,1500,0.15,0.58,0.8833333333333333,0.7959477124183006,0.5992063492063492,0.6711111111111111,0.6331236897274634,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1174,101,74,151
xgboost,1500,0.15,0.59,0.8833333333333333,0.7941176470588235,0.6,0.6666666666666666,0.631578947368421,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1175,100,75,150
xgboost,1500,0.15,0.6,0.882,0.787843137254902,0.5975609756097561,0.6533333333333333,0.6242038216560509,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1176,99,78,147
xgboost,1500,0.15,0.61,0.8826666666666667,0.7809150326797385,0.6033755274261603,0.6355555555555555,0.6190476190476191,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1181,94,82,143
xgboost,1500,0.15,0.62,0.8846666666666667,0.7820915032679738,0.6111111111111112,0.6355555555555555,0.6230936819172114,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1184,91,82,143
xgboost,1500,0.15,0.63,0.886,0.7810457516339869,0.6173913043478261,0.6311111111111111,0.6241758241758242,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1187,88,83,142
xgboost,1500,0.15,0.64,0.8853333333333333,0.7769934640522875,0.6167400881057269,0.6222222222222222,0.6194690265486725,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1188,87,85,140
xgboost,1500,0.15,0.65,0.886,0.7773856209150327,0.6194690265486725,0.6222222222222222,0.6208425720620843,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1189,86,85,140
xgboost,1500,0.15,0.66,0.8873333333333333,0.7745098039215685,0.6272727272727273,0.6133333333333333,0.6202247191011236,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1193,82,87,138
xgboost,1500,0.15,0.67,0.8866666666666667,0.7704575163398693,0.6267281105990783,0.6044444444444445,0.6153846153846154,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1194,81,89,136
xgboost,1500,0.15,0.6799999999999999,0.8873333333333333,0.7671895424836601,0.6320754716981132,0.5955555555555555,0.6132723112128147,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1197,78,91,134
xgboost,1500,0.15,0.69,0.888,0.7620915032679738,0.6390243902439025,0.5822222222222222,0.6093023255813953,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1201,74,94,131
xgboost,1500,0.15,0.7,0.8886666666666667,0.7588235294117647,0.645,0.5733333333333334,0.6070588235294118,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1204,71,96,129
xgboost,1500,0.15,0.71,0.892,0.758954248366013,0.6632124352331606,0.5688888888888889,0.6124401913875598,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1210,65,97,128
xgboost,1500,0.15,0.72,0.89,0.7486274509803921,0.6612903225806451,0.5466666666666666,0.5985401459854015,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1212,63,102,123
xgboost,1500,0.15,0.73,0.89,0.744967320261438,0.6648351648351648,0.5377777777777778,0.5945945945945946,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1214,61,104,121
xgboost,1500,0.15,0.74,0.8906666666666667,0.7435294117647059,0.6703910614525139,0.5333333333333333,0.594059405940594,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1216,59,105,120
xgboost,1500,0.15,0.75,0.89,0.7413071895424836,0.6685393258426966,0.5288888888888889,0.5905707196029777,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1216,59,106,119
xgboost,1500,0.15,0.76,0.888,0.7328104575163399,0.6647398843930635,0.5111111111111111,0.5778894472361809,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1217,58,110,115
xgboost,1500,0.15,0.77,0.8866666666666667,0.7265359477124183,0.6627218934911243,0.49777777777777776,0.5685279187817259,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1218,57,113,112
xgboost,1500,0.15,0.78,0.8866666666666667,0.722875816993464,0.6666666666666666,0.4888888888888889,0.5641025641025641,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1220,55,115,110
xgboost,1500,0.15,0.79,0.8906666666666667,0.7252287581699346,0.6918238993710691,0.4888888888888889,0.5729166666666666,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1226,49,115,110
xgboost,1500,0.15,0.8,0.892,0.7241830065359477,0.7032258064516129,0.48444444444444446,0.5736842105263158,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1229,46,116,109
xgboost,1500,0.15,0.8099999999999999,0.8933333333333333,0.7176470588235294,0.7241379310344828,0.4666666666666667,0.5675675675675675,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1235,40,120,105
xgboost,1500,0.15,0.82,0.892,0.7113725490196078,0.723404255319149,0.4533333333333333,0.5573770491803278,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1236,39,123,102
xgboost,1500,0.15,0.83,0.8893333333333333,0.7006535947712418,0.7185185185185186,0.4311111111111111,0.5388888888888889,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1237,38,128,97
xgboost,1500,0.15,0.84,0.8886666666666667,0.6929411764705882,0.7265625,0.41333333333333333,0.5269121813031161,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1240,35,132,93
xgboost,1500,0.15,0.85,0.8866666666666667,0.6826143790849674,0.7272727272727273,0.39111111111111113,0.5086705202312138,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1242,33,137,88
xgboost,1500,0.15,0.86,0.8873333333333333,0.6793464052287581,0.7413793103448276,0.38222222222222224,0.5043988269794721,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1245,30,139,86
xgboost,1500,0.15,0.87,0.8873333333333333,0.6738562091503268,0.7545454545454545,0.3688888888888889,0.4955223880597015,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1248,27,142,83
xgboost,1500,0.15,0.88,0.8913333333333333,0.6762091503267974,0.7980769230769231,0.3688888888888889,0.5045592705167173,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1254,21,142,83
xgboost,1500,0.15,0.89,0.888,0.6596078431372548,0.8064516129032258,0.3333333333333333,0.4716981132075472,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1257,18,150,75
xgboost,1500,0.15,0.9,0.884,0.6444444444444445,0.8,0.3022222222222222,0.43870967741935485,0.9122300653594771,0.670588562189534,0.28587836851943443,0.09093290373117018,1258,17,157,68
soft_voting,1500,0.15,0.1,0.6493333333333333,0.7809150326797385,0.29579375848032563,0.9688888888888889,0.45322245322245325,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,756,519,7,218
soft_voting,1500,0.15,0.11,0.666,0.7888888888888889,0.3056338028169014,0.9644444444444444,0.4641711229946524,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,782,493,8,217
soft_voting,1500,0.15,0.12000000000000001,0.6766666666666666,0.7933333333333333,0.31213872832369943,0.96,0.47110141766630315,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,799,476,9,216
soft_voting,1500,0.15,0.13,0.6873333333333334,0.7959477124183006,0.31845238095238093,0.9511111111111111,0.47714604236343366,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,817,458,11,214
soft_voting,1500,0.15,0.14,0.6946666666666667,0.7947712418300654,0.32213740458015266,0.9377777777777778,0.47954545454545455,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,831,444,14,211
soft_voting,1500,0.15,0.15000000000000002,0.7026666666666667,0.7958169934640522,0.3270735524256651,0.9288888888888889,0.4837962962962963,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,845,430,16,209
soft_voting,1500,0.15,0.16,0.7146666666666667,0.802875816993464,0.3365539452495974,0.9288888888888889,0.4940898345153664,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,863,412,16,209
soft_voting,1500,0.15,0.17,0.7246666666666667,0.8069281045751634,0.3443708609271523,0.9244444444444444,0.5018094089264173,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,879,396,17,208
soft_voting,1500,0.15,0.18,0.7313333333333333,0.8071895424836601,0.34915254237288135,0.9155555555555556,0.505521472392638,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,891,384,19,206
soft_voting,1500,0.15,0.19,0.7426666666666667,0.8120261437908496,0.35901926444833626,0.9111111111111111,0.5150753768844221,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,909,366,20,205
soft_voting,1500,0.15,0.2,0.7486666666666667,0.8118954248366013,0.36379928315412186,0.9022222222222223,0.5185185185185185,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,920,355,22,203
soft_voting,1500,0.15,0.21000000000000002,0.7566666666666667,0.8166013071895425,0.3717948717948718,0.9022222222222223,0.5265888456549935,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,932,343,22,203
soft_voting,1500,0.15,0.22,0.7633333333333333,0.8150326797385621,0.37735849056603776,0.8888888888888888,0.5298013245033113,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,945,330,25,200
soft_voting,1500,0.15,0.23,0.7706666666666667,0.8175163398692811,0.3849129593810445,0.8844444444444445,0.5363881401617251,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,957,318,26,199
soft_voting,1500,0.15,0.24000000000000002,0.78,0.8211764705882353,0.39520958083832336,0.88,0.5454545454545454,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,972,303,27,198
soft_voting,1500,0.15,0.25,0.7886666666666666,0.8262745098039216,0.4057377049180328,0.88,0.5553997194950911,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,985,290,27,198
soft_voting,1500,0.15,0.26,0.796,0.8305882352941176,0.41509433962264153,0.88,0.5641025641025641,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,996,279,27,198
soft_voting,1500,0.15,0.27,0.8033333333333333,0.8349019607843138,0.4248927038626609,0.88,0.573082489146165,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1007,268,27,198
soft_voting,1500,0.15,0.28,0.8066666666666666,0.8368627450980393,0.42950108459869846,0.88,0.577259475218659,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1012,263,27,198
soft_voting,1500,0.15,0.29000000000000004,0.8126666666666666,0.840392156862745,0.43805309734513276,0.88,0.5849335302806499,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1021,254,27,198
soft_voting,1500,0.15,0.30000000000000004,0.818,0.8398692810457515,0.44545454545454544,0.8711111111111111,0.5894736842105263,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1031,244,29,196
soft_voting,1500,0.15,0.31,0.82,0.8410457516339869,0.448512585812357,0.8711111111111111,0.5921450151057401,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1034,241,29,196
soft_voting,1500,0.15,0.32,0.8246666666666667,0.8401307189542484,0.45539906103286387,0.8622222222222222,0.5960061443932412,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1043,232,31,194
soft_voting,1500,0.15,0.33,0.828,0.8402614379084967,0.4606205250596659,0.8577777777777778,0.5993788819875776,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1049,226,32,193
soft_voting,1500,0.15,0.33999999999999997,0.8333333333333334,0.8415686274509804,0.46943765281173594,0.8533333333333334,0.6056782334384858,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1058,217,33,192
soft_voting,1500,0.15,0.35,0.836,0.8413071895424837,0.4739454094292804,0.8488888888888889,0.60828025477707,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1063,212,34,191
soft_voting,1500,0.15,0.36,0.84,0.8418300653594771,0.4810126582278481,0.8444444444444444,0.6129032258064516,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1070,205,35,190
soft_voting,1500,0.15,0.37,0.8433333333333334,0.8383006535947712,0.4869791666666667,0.8311111111111111,0.6141215106732348,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1078,197,38,187
soft_voting,1500,0.15,0.38,0.8473333333333334,0.8369934640522876,0.4946524064171123,0.8222222222222222,0.6176961602671118,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1086,189,40,185
soft_voting,1500,0.15,0.39,0.8506666666666667,0.8352941176470589,0.5013698630136987,0.8133333333333334,0.6203389830508474,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1093,182,42,183
soft_voting,1500,0.15,0.4,0.8526666666666667,0.8328104575163399,0.505586592178771,0.8044444444444444,0.6209262435677531,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1098,177,44,181
soft_voting,1500,0.15,0.41000000000000003,0.8533333333333334,0.8295424836601307,0.5070821529745042,0.7955555555555556,0.6193771626297578,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1101,174,46,179
soft_voting,1500,0.15,0.42000000000000004,0.8553333333333333,0.8288888888888889,0.5114942528735632,0.7911111111111111,0.6212914485165794,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1105,170,47,178
soft_voting,1500,0.15,0.43000000000000005,0.8546666666666667,0.8175163398692811,0.5103857566765578,0.7644444444444445,0.6120996441281139,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1110,165,53,172
soft_voting,1500,0.15,0.44000000000000006,0.856,0.8164705882352941,0.5135135135135135,0.76,0.6129032258064516,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1113,162,54,171
soft_voting,1500,0.15,0.45000000000000007,0.86,0.8188235294117647,0.5229357798165137,0.76,0.6195652173913043,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1119,156,54,171
soft_voting,1500,0.15,0.45999999999999996,0.8626666666666667,0.818562091503268,0.5295950155763239,0.7555555555555555,0.6227106227106227,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1124,151,55,170
soft_voting,1500,0.15,0.47,0.862,0.8090196078431373,0.5288461538461539,0.7333333333333333,0.6145251396648045,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1128,147,60,165
soft_voting,1500,0.15,0.48,0.8633333333333333,0.8061437908496731,0.5326797385620915,0.7244444444444444,0.6139359698681732,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1132,143,62,163
soft_voting,1500,0.15,0.49,0.866,0.8058823529411765,0.54,0.72,0.6171428571428571,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1137,138,63,162
soft_voting,1500,0.15,0.5,0.8686666666666667,0.8056209150326796,0.5476190476190477,0.7155555555555555,0.6204238921001927,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1142,133,64,161
soft_voting,1500,0.15,0.51,0.8686666666666667,0.8001307189542484,0.5486111111111112,0.7022222222222222,0.6159844054580896,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1145,130,67,158
soft_voting,1500,0.15,0.52,0.872,0.8002614379084967,0.5587188612099644,0.6977777777777778,0.6205533596837944,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1151,124,68,157
soft_voting,1500,0.15,0.53,0.8753333333333333,0.8022222222222222,0.5688405797101449,0.6977777777777778,0.626746506986028,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1156,119,68,157
soft_voting,1500,0.15,0.54,0.8746666666666667,0.7945098039215687,0.5687732342007435,0.68,0.6194331983805668,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1159,116,72,153
soft_voting,1500,0.15,0.55,0.8806666666666667,0.7943790849673202,0.58984375,0.6711111111111111,0.6278586278586279,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1170,105,74,151
soft_voting,1500,0.15,0.56,0.8826666666666667,0.7918954248366012,0.5983935742971888,0.6622222222222223,0.6286919831223629,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1175,100,76,149
soft_voting,1500,0.15,0.5700000000000001,0.884,0.7890196078431373,0.6049382716049383,0.6533333333333333,0.6282051282051282,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1179,96,78,147
soft_voting,1500,0.15,0.58,0.8866666666666667,0.7869281045751635,0.6170212765957447,0.6444444444444445,0.6304347826086957,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1185,90,80,145
soft_voting,1500,0.15,0.59,0.8886666666666667,0.7844444444444445,0.6271929824561403,0.6355555555555555,0.6313465783664459,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1190,85,82,143
soft_voting,1500,0.15,0.6,0.8873333333333333,0.7781699346405229,0.625,0.6222222222222222,0.623608017817372,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1191,84,85,140
soft_voting,1500,0.15,0.61,0.8886666666666667,0.7752941176470588,0.6330275229357798,0.6133333333333333,0.6230248306997742,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1195,80,87,138
soft_voting,1500,0.15,0.62,0.8853333333333333,0.7623529411764706,0.6255924170616114,0.5866666666666667,0.6055045871559633,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1196,79,93,132
soft_voting,1500,0.15,0.63,0.888,0.7620915032679738,0.6390243902439025,0.5822222222222222,0.6093023255813953,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1201,74,94,131
soft_voting,1500,0.15,0.64,0.8873333333333333,0.7543790849673202,0.6414141414141414,0.5644444444444444,0.6004728132387707,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1204,71,98,127
soft_voting,1500,0.15,0.65,0.8866666666666667,0.7484967320261438,0.6424870466321243,0.5511111111111111,0.5933014354066986,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1206,69,101,124
soft_voting,1500,0.15,0.66,0.8873333333333333,0.7452287581699346,0.648936170212766,0.5422222222222223,0.5907990314769975,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1209,66,103,122
soft_voting,1500,0.15,0.67,0.888,0.7383006535947713,0.659217877094972,0.5244444444444445,0.5841584158415841,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1214,61,107,118
soft_voting,1500,0.15,0.6799999999999999,0.8913333333333333,0.7366013071895425,0.6823529411764706,0.5155555555555555,0.5873417721518988,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1221,54,109,116
soft_voting,1500,0.15,0.69,0.892,0.7333333333333334,0.6909090909090909,0.5066666666666667,0.5846153846153846,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1224,51,111,114
soft_voting,1500,0.15,0.7,0.8906666666666667,0.7215686274509804,0.6967741935483871,0.48,0.5684210526315789,0.9134605664488018,0.6732002922742858,0.28163306080034956,0.08888572730773349,1228,47,117,108
